hour,day_of_week,month,is_weekend,is_peak_hour,holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume
8,4,6,0,1,0,289.4,0.0,0.0,0,5588
9,4,6,0,1,0,291.19,0.0,0.0,0,4995
10,4,6,0,0,0,292.27,0.0,0.0,0,4639
11,4,6,0,0,0,293.84,0.0,0.0,0,5187
12,4,6,0,0,0,295.52,0.0,0.0,0,5663
13,4,6,0,0,0,296.57,0.0,0.0,0,5457
14,4,6,0,0,0,297.25,0.0,0.0,0,5651
15,4,6,0,0,0,297.46,0.0,0.0,0,5939
16,4,6,0,1,0,298.16,0.0,0.0,0,6354
17,4,6,0,1,0,298.15,0.0,0.0,0,5508
18,4,6,0,1,0,297.88,0.0,0.0,0,4628
19,4,6,0,0,0,297.61,0.0,0.0,0,3629
20,4,6,0,0,0,296.78,0.0,0.0,40,3286
21,4,6,0,0,0,294.87,0.0,0.0,0,3342
22,4,6,0,0,0,292.0,0.0,0.0,0,2967
23,4,6,0,0,0,290.62,0.0,0.0,0,2082
0,5,6,1,0,0,290.16,0.0,0.0,0,1228
1,5,6,1,0,0,290.01,0.0,0.0,0,723
2,5,6,1,0,0,289.4,0.0,0.0,0,565
3,5,6,1,0,0,288.51,0.0,0.0,0,389
4,5,6,1,0,0,287.52,0.0,0.0,0,415
5,5,6,1,0,0,286.84,0.0,0.0,0,766
6,5,6,1,0,0,287.77,0.0,0.0,68,1456
7,5,6,1,1,0,288.75,0.0,0.0,68,2036
8,5,6,1,1,0,290.39,0.0,0.0,68,2685
9,5,6,1,1,0,291.57,0.0,0.0,68,3557
10,5,6,1,0,0,293.34,0.0,0.0,68,4067
11,5,6,1,0,0,295.34,0.0,0.0,68,4256
12,5,6,1,0,0,296.31,0.0,0.0,44,4761
13,5,6,1,0,0,297.1,0.0,0.0,44,4676
14,5,6,1,0,0,296.48,0.0,0.0,44,4715
15,5,6,1,0,0,297.1,0.0,0.0,44,4286
16,5,6,1,1,0,298.29,0.0,0.0,44,4509
17,5,6,1,1,0,298.29,0.0,0.0,44,4200
18,5,6,1,1,0,298.3,0.0,0.0,20,3651
19,5,6,1,0,0,297.53,0.0,0.0,20,3137
20,5,6,1,0,0,296.78,0.0,0.0,20,2835
21,5,6,1,0,0,296.36,0.0,0.0,48,2965
22,5,6,1,0,0,295.75,0.0,0.0,48,2856
23,5,6,1,0,0,295.29,0.0,0.0,48,2137
0,6,6,1,0,0,294.04,0.51,0.0,92,1461
1,6,6,1,0,0,293.34,1.52,0.0,88,828
2,6,6,1,0,0,292.7,0.89,0.0,88,674
3,6,6,1,0,0,292.52,0.0,0.0,88,476
4,6,6,1,0,0,292.0,0.0,0.0,88,335
5,6,6,1,0,0,291.22,0.0,0.0,88,537
6,6,6,1,0,0,290.97,0.0,0.0,36,810
7,6,6,1,1,0,291.56,0.0,0.0,36,1153
8,6,6,1,1,0,292.7,0.0,0.0,36,1763
9,6,6,1,1,0,294.3,0.0,0.0,92,2724
10,6,6,1,0,0,295.43,0.0,0.0,92,3505
11,6,6,1,0,0,296.58,0.0,0.0,92,4340
12,6,6,1,0,0,296.85,0.0,0.0,92,4472
13,6,6,1,0,0,296.99,0.0,0.0,92,4277
14,6,6,1,0,0,296.24,0.25,0.0,92,4261
14,6,6,1,0,0,296.24,0.25,0.0,92,4261
15,6,6,1,0,0,295.18,1.4,0.0,88,4242
15,6,6,1,0,0,295.18,1.4,0.0,88,4242
16,6,6,1,1,0,293.65,12.19,0.0,88,4271
16,6,6,1,1,0,293.65,12.19,0.0,88,4271
16,6,6,1,1,0,293.65,12.19,0.0,88,4271
17,6,6,1,1,0,292.85,1.52,0.0,88,3882
17,6,6,1,1,0,292.85,1.52,0.0,88,3882
18,6,6,1,1,0,296.1,0.25,0.0,8,3472
19,6,6,1,0,0,296.79,0.0,0.0,8,3023
20,6,6,1,0,0,296.72,0.0,0.0,8,2759
21,6,6,1,0,0,294.53,0.0,0.0,0,2873
22,6,6,1,0,0,292.13,0.0,0.0,0,2777
23,6,6,1,0,0,290.97,0.0,0.0,1,2149
0,0,6,0,0,0,289.79,0.0,0.0,0,686
1,0,6,0,0,0,289.19,0.0,0.0,0,387
1,0,6,0,0,0,289.19,0.0,0.0,0,387
2,0,6,0,0,0,288.62,0.0,0.0,0,298
3,0,6,0,0,0,288.59,0.0,0.0,0,347
4,0,6,0,0,0,287.86,0.25,0.0,0,816
5,0,6,0,0,0,287.22,0.0,0.0,0,2807
6,0,6,0,0,0,287.01,0.0,0.0,0,5552
7,0,6,0,1,0,288.19,0.0,0.0,0,6105
8,0,6,0,1,0,290.44,0.0,0.0,0,5653
9,0,6,0,1,0,294.13,0.0,0.0,0,5108
10,0,6,0,0,0,296.67,0.0,0.0,0,4481
11,0,6,0,0,0,298.38,0.0,0.0,0,4665
12,0,6,0,0,0,299.8,0.0,0.0,0,4990
13,0,6,0,0,0,300.65,0.0,0.0,0,4991
14,0,6,0,0,0,301.57,0.0,0.0,0,5296
15,0,6,0,0,0,302.18,0.0,0.0,0,5848
16,0,6,0,1,0,302.4,0.0,0.0,0,6520
17,0,6,0,1,0,302.39,0.0,0.0,0,6020
18,0,6,0,1,0,300.8,0.0,0.0,0,4382
19,0,6,0,0,0,295.61,0.89,0.0,0,3426
19,0,6,0,0,0,295.61,0.89,0.0,0,3426
20,0,6,0,0,0,294.97,0.51,0.0,0,2915
21,0,6,0,0,0,293.47,0.0,0.0,8,2564
22,0,6,0,0,0,292.32,0.0,0.0,8,1919
23,0,6,0,0,0,291.87,0.0,0.0,8,1130
0,1,6,0,0,0,291.35,0.0,0.0,8,639
1,1,6,0,0,0,290.63,0.0,0.0,12,333
2,1,6,0,0,0,290.43,0.0,0.0,12,314
3,1,6,0,0,0,289.77,0.0,0.0,0,363
4,1,6,0,0,0,289.36,0.0,0.0,0,834
5,1,6,0,0,0,288.01,0.0,0.0,0,2914
6,1,6,0,0,0,287.68,0.0,0.0,0,6058
7,1,6,0,1,0,289.74,0.0,0.0,0,6817
8,1,6,0,1,0,292.02,0.0,0.0,0,6541
9,1,6,0,1,0,294.82,0.0,0.0,0,5318
10,1,6,0,0,0,296.29,0.0,0.0,0,4644
11,1,6,0,0,0,297.4,0.0,0.0,0,4900
12,1,6,0,0,0,297.92,0.0,0.0,8,5308
13,1,6,0,0,0,298.25,0.0,0.0,8,5276
14,1,6,0,0,0,298.78,0.0,0.0,8,5626
15,1,6,0,0,0,299.06,0.0,0.0,36,6350
16,1,6,0,1,0,297.95,0.0,0.0,36,6910
17,1,6,0,1,0,297.84,0.0,0.0,36,6404
18,1,6,0,1,0,297.25,0.0,0.0,44,4874
19,1,6,0,0,0,296.99,0.0,0.0,44,3547
20,1,6,0,0,0,295.72,0.0,0.0,44,3002
21,1,6,0,0,0,294.12,0.0,0.0,24,2764
22,1,6,0,0,0,292.84,0.0,0.0,24,1854
23,1,6,0,0,0,291.18,0.0,0.0,24,1310
0,2,6,0,0,0,289.75,0.0,0.0,32,657
1,2,6,0,0,0,288.78,0.0,0.0,12,411
2,2,6,0,0,0,286.48,0.0,0.0,36,276
3,2,6,0,0,0,287.17,0.0,0.0,75,359
5,2,6,0,0,0,286.16,0.0,0.0,75,2951
6,2,6,0,0,0,284.19,0.0,0.0,1,6056
10,2,6,0,0,0,289.86,0.0,0.0,40,4857
11,2,6,0,0,0,291.88,0.0,0.0,56,5067
15,2,6,0,0,0,296.58,0.0,0.0,0,6410
16,2,6,0,1,0,296.5,0.0,0.0,0,6708
21,2,6,0,0,0,292.79,0.0,0.0,0,3038
23,2,6,0,0,0,292.04,0.0,0.0,0,1363
4,3,6,0,0,0,288.33,0.0,0.0,12,880
5,3,6,0,0,0,287.83,0.0,0.0,12,2935
9,3,6,0,1,0,294.2,0.0,0.0,0,5239
10,3,6,0,0,0,294.82,0.0,0.0,0,5024
11,3,6,0,0,0,296.27,0.0,0.0,0,5706
12,3,6,0,0,0,297.8,0.0,0.0,0,5524
13,3,6,0,0,0,298.52,0.0,0.0,0,5595
17,3,6,0,1,0,300.99,0.0,0.0,32,6065
18,3,6,0,1,0,301.32,0.25,0.0,0,5021
23,3,6,0,0,0,295.92,0.0,0.0,12,1879
0,4,6,0,0,0,295.46,0.0,0.0,92,878
1,4,6,0,0,0,295.04,0.0,0.0,92,516
2,4,6,0,0,0,294.73,0.0,0.0,44,353
3,4,6,0,0,0,294.54,0.0,0.0,80,324
16,4,6,0,1,0,303.67,0.0,0.0,0,6138
21,4,6,0,0,0,301.25,0.0,0.0,20,2754
22,4,6,0,0,0,300.39,0.0,0.0,20,2094
23,4,6,0,0,0,299.8,0.0,0.0,20,1474
0,5,6,1,0,0,299.57,0.0,0.0,92,1175
2,5,6,1,0,0,298.76,2.29,0.0,88,566
3,5,6,1,0,0,295.52,7.54,0.0,76,380
3,5,6,1,0,0,295.52,7.54,0.0,76,380
3,5,6,1,0,0,295.52,7.54,0.0,76,380
4,5,6,1,0,0,293.51,6.94,0.0,90,400
4,5,6,1,0,0,293.51,6.94,0.0,90,400
4,5,6,1,0,0,293.51,6.94,0.0,90,400
4,5,6,1,0,0,293.51,6.94,0.0,90,400
5,5,6,1,0,0,291.76,16.38,0.0,76,635
5,5,6,1,0,0,291.76,16.38,0.0,76,635
5,5,6,1,0,0,291.76,16.38,0.0,76,635
6,5,6,1,0,0,291.74,2.16,0.0,48,961
6,5,6,1,0,0,291.74,2.16,0.0,48,961
7,5,6,1,1,0,291.64,0.25,0.0,48,1264
8,5,6,1,1,0,291.57,0.0,0.0,48,1821
9,5,6,1,1,0,292.17,0.0,0.0,32,2803
18,5,6,1,1,0,299.19,0.0,0.0,0,3753
19,5,6,1,0,0,297.79,0.0,0.0,0,3210
23,5,6,1,0,0,293.41,0.0,0.0,92,1264
0,6,6,1,0,0,293.41,0.0,0.0,68,1338
1,6,6,1,0,0,293.18,1.78,0.0,24,804
1,6,6,1,0,0,293.18,1.78,0.0,24,804
2,6,6,1,0,0,292.92,1.78,0.0,24,656
2,6,6,1,0,0,292.92,1.78,0.0,24,656
5,6,6,1,0,0,291.89,2.54,0.0,76,635
5,6,6,1,0,0,291.89,2.54,0.0,76,635
5,6,6,1,0,0,291.89,2.54,0.0,76,635
6,6,6,1,0,0,291.79,2.16,0.0,92,961
7,6,6,1,1,0,291.7,1.52,0.0,90,1264
7,6,6,1,1,0,291.7,1.52,0.0,90,1264
7,6,6,1,1,0,291.7,1.52,0.0,90,1264
8,6,6,1,1,0,291.8,0.0,0.0,92,1821
9,6,6,1,1,0,292.82,0.0,0.0,90,2803
11,6,6,1,0,0,294.06,0.0,0.0,64,3868
12,6,6,1,0,0,294.65,0.0,0.0,24,4205
16,6,6,1,1,0,299.14,0.0,0.0,8,4603
17,6,6,1,1,0,298.93,0.0,0.0,8,4252
21,6,6,1,0,0,296.58,0.0,0.0,0,2842
22,6,6,1,0,0,295.92,0.0,0.0,0,2064
23,6,6,1,0,0,295.1,0.0,0.0,0,1264
0,0,6,0,0,0,295.17,0.0,0.0,8,766
2,0,6,0,0,0,294.89,0.25,0.0,92,350
3,0,6,0,0,0,295.24,0.25,0.0,64,324
4,0,6,0,0,0,295.29,0.0,0.0,1,848
5,0,6,0,0,0,295.2,0.0,0.0,90,2937
5,0,6,0,0,0,295.2,0.0,0.0,90,2937
6,0,6,0,0,0,294.42,9.14,0.0,90,5913
6,0,6,0,0,0,294.42,9.14,0.0,90,5913
7,0,6,0,1,0,294.32,3.05,0.0,80,6172
7,0,6,0,1,0,294.32,3.05,0.0,80,6172
7,0,6,0,1,0,294.32,3.05,0.0,80,6172
8,0,6,0,1,0,294.23,1.65,0.0,80,5866
9,0,6,0,1,0,294.75,0.0,0.0,76,5284
10,0,6,0,0,0,295.21,0.0,0.0,90,4764
11,0,6,0,0,0,295.82,44.45,0.0,76,4802
12,0,6,0,0,0,296.72,0.0,0.0,0,5116
13,0,6,0,0,0,297.85,0.0,0.0,0,5053
14,0,6,0,0,0,299.0,0.0,0.0,0,5457
15,0,6,0,0,0,300.11,0.0,0.0,75,5656
16,0,6,0,1,0,300.97,0.0,0.0,36,6366
17,0,6,0,1,0,300.53,0.25,0.0,36,5918
18,0,6,0,1,0,300.19,0.0,0.0,76,4396
19,0,6,0,0,0,299.83,0.0,0.0,76,3277
20,0,6,0,0,0,299.21,0.0,0.0,76,2883
21,0,6,0,0,0,297.52,0.0,0.0,56,2473
22,0,6,0,0,0,295.33,0.0,0.0,56,1853
23,0,6,0,0,0,294.28,0.0,0.0,56,1116
0,1,6,0,0,0,293.48,0.0,0.0,44,602
1,1,6,0,0,0,292.84,0.0,0.0,0,377
2,1,6,0,0,0,292.32,0.0,0.0,0,278
3,1,6,0,0,0,291.74,0.0,0.0,0,370
4,1,6,0,0,0,290.55,0.0,0.0,0,830
5,1,6,0,0,0,290.11,0.0,0.0,0,2929
6,1,6,0,0,0,290.26,0.0,0.0,0,6386
6,1,6,0,0,0,290.26,0.0,0.0,0,6386
7,1,6,0,1,0,291.36,0.0,0.0,0,6483
8,1,6,0,1,0,293.71,0.0,0.0,0,6266
9,1,6,0,1,0,296.05,0.0,0.0,0,5473
10,1,6,0,0,0,298.16,0.0,0.0,0,4698
11,1,6,0,0,0,298.96,0.0,0.0,0,5076
12,1,6,0,0,0,300.1,0.0,0.0,0,5341
13,1,6,0,0,0,300.02,0.0,0.0,0,5382
14,1,6,0,0,0,299.01,3.81,0.0,0,5697
14,1,6,0,0,0,299.01,3.81,0.0,0,5697
15,1,6,0,0,0,298.53,0.0,0.0,12,6214
16,1,6,0,1,0,298.64,0.0,0.0,75,6724
17,1,6,0,1,0,297.55,0.0,0.0,12,6261
18,1,6,0,1,0,298.06,0.0,0.0,32,4533
19,1,6,0,0,0,297.69,0.0,0.0,32,3442
20,1,6,0,0,0,297.08,0.0,0.0,32,3080
21,1,6,0,0,0,296.2,0.0,0.0,44,2764
22,1,6,0,0,0,295.28,0.0,0.0,44,2016
23,1,6,0,0,0,294.34,0.0,0.0,44,1195
0,2,6,0,0,0,293.29,0.0,0.0,20,675
1,2,6,0,0,0,292.97,0.0,0.0,0,412
2,2,6,0,0,0,292.45,0.0,0.0,0,308
3,2,6,0,0,0,291.94,0.0,0.0,36,370
4,2,6,0,0,0,291.87,0.0,0.0,36,798
5,2,6,0,0,0,291.49,0.0,0.0,36,2993
6,2,6,0,0,0,291.13,0.0,0.0,92,6134
7,2,6,0,1,0,291.88,0.0,0.0,92,6605
8,2,6,0,1,0,292.94,0.0,0.0,92,5378
9,2,6,0,1,0,295.01,0.0,0.0,36,5692
10,2,6,0,0,0,296.85,0.0,0.0,36,4904
11,2,6,0,0,0,298.09,0.0,0.0,36,5192
12,2,6,0,0,0,299.48,0.0,0.0,36,5347
13,2,6,0,0,0,299.8,0.0,0.0,36,5303
14,2,6,0,0,0,301.13,0.0,0.0,36,5866
15,2,6,0,0,0,301.66,0.0,0.0,48,5941
16,2,6,0,1,0,301.91,0.0,0.0,48,6400
17,2,6,0,1,0,302.17,0.0,0.0,48,5992
18,2,6,0,1,0,302.26,0.0,0.0,80,4663
19,2,6,0,0,0,301.22,0.0,0.0,80,3664
20,2,6,0,0,0,301.06,0.0,0.0,80,3193
21,2,6,0,0,0,299.54,0.0,0.0,56,2970
22,2,6,0,0,0,298.37,0.0,0.0,56,2205
23,2,6,0,0,0,297.76,0.0,0.0,56,1403
0,3,6,0,0,0,297.1,0.0,0.0,76,713
1,3,6,0,0,0,296.78,0.0,0.0,76,488
2,3,6,0,0,0,296.59,0.0,0.0,0,336
3,3,6,0,0,0,296.34,0.0,0.0,48,367
4,3,6,0,0,0,295.89,0.0,0.0,48,870
5,3,6,0,0,0,295.66,0.0,0.0,75,2961
6,3,6,0,0,0,295.47,0.0,0.0,88,6054
7,3,6,0,1,0,295.55,0.0,0.0,88,5952
8,3,6,0,1,0,296.78,0.0,0.0,88,6208
9,3,6,0,1,0,297.81,0.0,0.0,44,5572
10,3,6,0,0,0,298.61,0.0,0.0,44,4801
11,3,6,0,0,0,300.29,0.0,0.0,44,5139
13,3,6,0,0,0,300.64,1.02,0.0,44,5306
14,3,6,0,0,0,300.96,5.84,0.0,44,5849
14,3,6,0,0,0,300.96,5.84,0.0,44,5849
15,3,6,0,0,0,302.46,0.0,0.0,12,6112
16,3,6,0,1,0,303.25,0.0,0.0,12,6337
17,3,6,0,1,0,302.61,0.0,0.0,12,5920
18,3,6,0,1,0,302.44,0.0,0.0,0,5163
19,3,6,0,0,0,301.84,0.0,0.0,0,3771
20,3,6,0,0,0,300.41,0.0,0.0,0,3346
21,3,6,0,0,0,298.9,0.0,0.0,12,3146
22,3,6,0,0,0,297.62,0.0,0.0,12,2449
23,3,6,0,0,0,296.69,0.0,0.0,12,1427
0,4,6,0,0,0,295.66,0.0,0.0,8,792
1,4,6,0,0,0,294.36,0.0,0.0,32,497
2,4,6,0,0,0,293.46,0.0,0.0,32,370
3,4,6,0,0,0,292.69,0.0,0.0,48,378
4,4,6,0,0,0,293.26,0.0,0.0,48,785
5,4,6,0,0,0,293.51,0.0,0.0,48,2746
6,4,6,0,0,0,294.55,0.0,0.0,12,5365
7,4,6,0,1,0,294.93,0.0,0.0,12,6507
8,4,6,0,1,0,295.89,0.0,0.0,12,5678
9,4,6,0,1,0,298.01,0.0,0.0,0,5274
10,4,6,0,0,0,299.68,0.0,0.0,1,4816
11,4,6,0,0,0,300.15,0.0,0.0,1,5301
13,4,6,0,0,0,301.94,0.0,0.0,0,5602
14,4,6,0,0,0,302.36,0.0,0.0,0,6112
15,4,6,0,0,0,302.7,0.25,0.0,0,6134
16,4,6,0,1,0,302.59,0.0,0.0,0,6277
17,4,6,0,1,0,302.26,0.0,0.0,0,5628
18,4,6,0,1,0,302.04,0.25,0.0,12,4742
19,4,6,0,0,0,301.41,0.25,0.0,12,3767
20,4,6,0,0,0,300.46,0.25,0.0,12,3147
21,4,6,0,0,0,299.29,0.25,0.0,0,3143
22,4,6,0,0,0,297.18,0.0,0.0,0,3000
23,4,6,0,0,0,296.33,0.0,0.0,0,1962
0,5,6,1,0,0,295.8,0.0,0.0,0,1164
1,5,6,1,0,0,295.0,0.0,0.0,0,779
2,5,6,1,0,0,293.92,0.25,0.0,0,627
3,5,6,1,0,0,293.37,0.0,0.0,0,410
4,5,6,1,0,0,293.12,0.25,0.0,0,411
5,5,6,1,0,0,292.94,0.0,0.0,0,877
6,5,6,1,0,0,292.7,0.0,0.0,0,1452
7,5,6,1,1,0,293.31,0.25,0.0,0,1964
8,5,6,1,1,0,294.2,0.0,0.0,0,2801
9,5,6,1,1,0,294.27,0.0,0.0,36,3627
10,5,6,1,0,0,294.47,0.0,0.0,36,4024
11,5,6,1,0,0,294.85,0.0,0.0,36,4461
12,5,6,1,0,0,295.19,0.0,0.0,88,4800
13,5,6,1,0,0,295.42,0.0,0.0,88,5001
14,5,6,1,0,0,296.63,0.0,0.0,88,5234
15,5,6,1,0,0,297.8,0.0,0.0,92,4623
16,5,6,1,1,0,297.85,0.0,0.0,92,4450
17,5,6,1,1,0,297.69,1.02,0.0,92,4270
18,5,6,1,1,0,297.26,0.0,0.0,92,4198
19,5,6,1,0,0,294.29,3.56,0.0,92,3667
20,5,6,1,0,0,293.07,0.0,0.0,88,3250
20,5,6,1,0,0,293.07,0.0,0.0,88,3250
22,5,6,1,0,0,292.92,0.0,0.0,88,3309
23,5,6,1,0,0,292.41,0.0,0.0,88,2463
0,6,6,1,0,0,291.63,0.0,0.0,92,1556
1,6,6,1,0,0,291.54,0.0,0.0,92,887
2,6,6,1,0,0,291.5,0.0,0.0,92,734
3,6,6,1,0,0,291.57,0.25,0.0,92,391
4,6,6,1,0,0,291.24,7.37,0.0,90,354
4,6,6,1,0,0,291.24,7.37,0.0,90,354
4,6,6,1,0,0,291.24,7.37,0.0,90,354
5,6,6,1,0,0,290.49,2.54,0.0,90,520
5,6,6,1,0,0,290.49,2.54,0.0,90,520
6,6,6,1,0,0,289.88,1.35,0.0,90,905
6,6,6,1,0,0,289.88,1.35,0.0,90,905
6,6,6,1,0,0,289.88,1.35,0.0,90,905
7,6,6,1,1,0,289.8,0.51,0.0,90,1170
7,6,6,1,1,0,289.8,0.51,0.0,90,1170
8,6,6,1,1,0,289.88,0.0,0.0,68,1973
9,6,6,1,1,0,290.57,0.0,0.0,90,3245
10,6,6,1,0,0,292.08,0.0,0.0,80,4123
11,6,6,1,0,0,294.19,0.0,0.0,80,4174
12,6,6,1,0,0,295.18,0.0,0.0,32,4323
13,6,6,1,0,0,295.8,0.0,0.0,32,4306
14,6,6,1,0,0,296.81,0.0,0.0,32,4368
15,6,6,1,0,0,296.95,0.0,0.0,44,4397
16,6,6,1,1,0,297.06,0.0,0.0,44,4452
17,6,6,1,1,0,297.14,0.0,0.0,44,4162
18,6,6,1,1,0,296.97,0.0,0.0,68,3923
19,6,6,1,0,0,296.17,0.0,0.0,68,3289
20,6,6,1,0,0,294.91,0.0,0.0,68,3065
21,6,6,1,0,0,293.92,0.0,0.0,68,2892
22,6,6,1,0,0,292.78,0.0,0.0,68,2131
23,6,6,1,0,0,291.17,0.0,0.0,68,1389
0,0,7,0,0,0,289.58,0.0,0.0,8,791
1,0,7,0,0,0,288.22,0.0,0.0,12,444
2,0,7,0,0,0,287.66,0.0,0.0,12,401
3,0,7,0,0,0,286.92,0.0,0.0,68,341
4,0,7,0,0,0,286.91,0.0,0.0,68,828
5,0,7,0,0,0,286.25,0.0,0.0,68,2815
6,0,7,0,0,0,286.46,0.0,0.0,1,5880
7,0,7,0,1,0,289.15,0.0,0.0,75,6783
8,0,7,0,1,0,291.59,0.0,0.0,1,5742
9,0,7,0,1,0,294.15,0.0,0.0,1,4764
10,0,7,0,0,0,295.6,0.0,0.0,1,4669
11,0,7,0,0,0,297.15,0.0,0.0,1,4863
12,0,7,0,0,0,298.15,0.0,0.0,1,5184
13,0,7,0,0,0,299.15,0.0,0.0,1,5154
14,0,7,0,0,0,300.15,0.0,0.0,40,5408
15,0,7,0,0,0,300.15,0.0,0.0,1,4874
16,0,7,0,1,0,300.15,0.0,0.0,1,6378
17,0,7,0,1,0,300.15,0.0,0.0,1,5827
18,0,7,0,1,0,299.16,0.0,0.0,75,4646
19,0,7,0,0,0,299.15,0.0,0.0,40,3369
20,0,7,0,0,0,297.86,0.0,0.0,1,2917
21,0,7,0,0,0,293.81,0.0,0.0,1,2524
22,0,7,0,0,0,291.81,0.0,0.0,1,1862
23,0,7,0,0,0,291.14,0.0,0.0,1,1250
0,1,7,0,0,0,290.47,0.0,0.0,1,602
1,1,7,0,0,0,289.81,0.0,0.0,1,448
2,1,7,0,0,0,288.81,0.0,0.0,1,333
3,1,7,0,0,0,288.82,0.0,0.0,1,357
4,1,7,0,0,0,288.49,0.0,0.0,40,806
5,1,7,0,0,0,288.81,0.0,0.0,40,2952
6,1,7,0,0,0,289.49,0.0,0.0,1,6080
7,1,7,0,1,0,291.65,0.0,0.0,1,6759
8,1,7,0,1,0,293.66,0.0,0.0,1,5704
9,1,7,0,1,0,295.79,0.0,0.0,1,5225
10,1,7,0,0,0,297.11,0.0,0.0,1,4597
11,1,7,0,0,0,298.79,0.0,0.0,1,5031
12,1,7,0,0,0,300.15,0.0,0.0,1,5109
13,1,7,0,0,0,300.79,0.0,0.0,1,5310
14,1,7,0,0,0,301.15,0.0,0.0,40,5489
15,1,7,0,0,0,301.15,0.0,0.0,40,6041
16,1,7,0,1,0,300.83,0.0,0.0,40,6432
17,1,7,0,1,0,300.47,0.0,0.0,1,6098
18,1,7,0,1,0,300.11,0.0,0.0,1,5000
19,1,7,0,0,0,299.11,0.0,0.0,1,3529
20,1,7,0,0,0,297.11,0.0,0.0,1,3074
21,1,7,0,0,0,294.59,0.0,0.0,1,2789
22,1,7,0,0,0,292.61,0.0,0.0,1,2090
23,1,7,0,0,0,291.11,0.0,0.0,1,1311
0,2,7,0,0,0,290.39,0.0,0.0,1,705
1,2,7,0,0,0,290.12,0.0,0.0,1,426
2,2,7,0,0,0,289.63,0.0,0.0,1,364
3,2,7,0,0,0,289.15,0.0,0.0,1,376
4,2,7,0,0,0,288.13,0.0,0.0,1,823
5,2,7,0,0,0,287.92,0.0,0.0,20,2866
6,2,7,0,0,0,287.86,0.0,0.0,40,5661
8,2,7,0,1,0,287.788,0.0,0.0,0,5621
9,2,7,0,1,0,294.07,0.0,0.0,1,5083
10,2,7,0,0,0,296.11,0.0,0.0,40,4713
11,2,7,0,0,0,297.79,0.0,0.0,1,5123
12,2,7,0,0,0,299.15,0.0,0.0,1,5440
13,2,7,0,0,0,299.47,0.0,0.0,1,5281
14,2,7,0,0,0,300.15,0.0,0.0,1,6038
15,2,7,0,0,0,300.79,0.0,0.0,1,6214
16,2,7,0,1,0,300.79,0.0,0.0,1,6321
17,2,7,0,1,0,300.79,0.0,0.0,1,5553
18,2,7,0,1,0,300.1,0.0,0.0,1,4579
19,2,7,0,0,0,299.47,0.0,0.0,1,3539
20,2,7,0,0,0,297.47,0.0,0.0,1,3133
21,2,7,0,0,0,295.39,0.0,0.0,40,3077
22,2,7,0,0,0,292.15,0.0,0.0,1,2474
23,2,7,0,0,0,290.86,0.0,0.0,1,1754
0,3,7,0,0,1,290.08,0.0,0.0,1,1060
1,3,7,0,0,0,288.61,0.0,0.0,1,611
2,3,7,0,0,0,288.1,0.0,0.0,1,463
3,3,7,0,0,0,287.37,0.0,0.0,1,333
4,3,7,0,0,0,286.86,0.0,0.0,1,369
5,3,7,0,0,0,286.62,0.0,0.0,1,833
6,3,7,0,0,0,287.62,0.0,0.0,1,1033
7,3,7,0,1,0,290.75,0.0,0.0,1,1112
8,3,7,0,1,0,293.75,0.0,0.0,1,1535
9,3,7,0,1,0,296.11,0.0,0.0,1,2095
10,3,7,0,0,0,297.79,0.0,0.0,1,2592
11,3,7,0,0,0,299.15,0.0,0.0,1,3274
12,3,7,0,0,0,300.15,0.0,0.0,1,3526
13,3,7,0,0,0,300.47,0.0,0.0,40,3265
14,3,7,0,0,0,301.15,0.0,0.0,40,3257
15,3,7,0,0,0,301.66,0.0,0.0,40,3253
16,3,7,0,1,0,301.15,0.0,0.0,1,2939
17,3,7,0,1,0,301.15,0.0,0.0,1,2843
18,3,7,0,1,0,300.79,0.0,0.0,1,2603
19,3,7,0,0,0,300.15,0.0,0.0,5,2545
20,3,7,0,0,0,298.14,0.0,0.0,1,2461
21,3,7,0,0,0,294.4,0.0,0.0,1,2201
22,3,7,0,0,0,292.4,0.0,0.0,1,2641
23,3,7,0,0,0,292.34,0.0,0.0,1,3512
1,4,7,0,0,0,291.51,0.0,0.0,0,643
2,4,7,0,0,0,291.91,0.0,0.0,0,387
3,4,7,0,0,0,290.95,0.0,0.0,0,334
4,4,7,0,0,0,290.67,0.0,0.0,0,550
5,4,7,0,0,0,290.58,0.0,0.0,0,1498
6,4,7,0,0,0,290.23,0.0,0.0,0,3137
7,4,7,0,1,0,291.22,0.0,0.0,0,3702
8,4,7,0,1,0,292.46,0.0,0.0,0,3383
9,4,7,0,1,0,294.46,0.0,0.0,0,3486
10,4,7,0,0,0,296.22,0.0,0.0,0,3716
11,4,7,0,0,0,298.32,0.0,0.0,0,4144
12,4,7,0,0,0,300.52,0.0,0.0,0,4544
13,4,7,0,0,0,302.11,0.0,0.0,0,4426
14,4,7,0,0,0,302.93,0.0,0.0,0,4879
15,4,7,0,0,0,303.59,0.0,0.0,0,4780
16,4,7,0,1,0,303.76,0.0,0.0,0,4713
17,4,7,0,1,0,304.2,0.0,0.0,0,4074
18,4,7,0,1,0,303.37,0.0,0.0,0,3716
19,4,7,0,0,0,302.79,0.0,0.0,0,3001
20,4,7,0,0,0,301.23,0.0,0.0,0,2683
21,4,7,0,0,0,299.43,0.0,0.0,0,2849
